id,name,score1,score2
5351,Student_5351,76,90
5352,Student_5352,87,80
5353,Student_5353,94,56
5354,Student_5354,69,89
5355,Student_5355,87,65
5356,Student_5356,97,91
5357,Student_5357,53,100
5358,Student_5358,59,74
5359,Student_5359,62,94
5360,Student_5360,58,55
5361,Student_5361,71,69
5362,Student_5362,53,64
5363,Student_5363,70,52
5364,Student_5364,86,72
5365,Student_5365,59,60
5366,Student_5366,96,72
5367,Student_5367,74,59
5368,Student_5368,53,79
5369,Student_5369,82,80
5370,Student_5370,50,91
5371,Student_5371,59,71
5372,Student_5372,67,68
5373,Student_5373,96,50
5374,Student_5374,69,61
5375,Student_5375,50,78
5376,Student_5376,70,52
5377,Student_5377,57,63
5378,Student_5378,80,99
5379,Student_5379,68,84
5380,Student_5380,75,97
5381,Student_5381,91,96
5382,Student_5382,68,54
5383,Student_5383,79,92
5384,Student_5384,52,50
5385,Student_5385,90,50
5386,Student_5386,80,86
5387,Student_5387,85,97
5388,Student_5388,60,97
5389,Student_5389,92,71
5390,Student_5390,96,71
5391,Student_5391,82,99
5392,Student_5392,73,76
5393,Student_5393,80,67
5394,Student_5394,64,100
5395,Student_5395,69,58
5396,Student_5396,76,56
5397,Student_5397,70,54
5398,Student_5398,94,92
5399,Student_5399,93,74
5400,Student_5400,79,88
5401,Student_5401,68,96
5402,Student_5402,72,70
5403,Student_5403,95,99
5404,Student_5404,82,61
5405,Student_5405,50,54
5406,Student_5406,90,52
5407,Student_5407,56,52
5408,Student_5408,65,58
5409,Student_5409,75,82
5410,Student_5410,76,87
5411,Student_5411,98,68
5412,Student_5412,67,60
5413,Student_5413,84,99
5414,Student_5414,61,63
5415,Student_5415,72,97
5416,Student_5416,98,58
5417,Student_5417,87,93
5418,Student_5418,82,63
5419,Student_5419,58,74
5420,Student_5420,67,55
5421,Student_5421,99,75
5422,Student_5422,91,71
5423,Student_5423,91,53
5424,Student_5424,76,91
5425,Student_5425,99,87
5426,Student_5426,89,67
5427,Student_5427,54,80
5428,Student_5428,75,80
5429,Student_5429,66,56
5430,Student_5430,76,72
5431,Student_5431,78,95
5432,Student_5432,90,79
5433,Student_5433,62,88
5434,Student_5434,77,89
5435,Student_5435,53,99
5436,Student_5436,96,97
5437,Student_5437,53,80
5438,Student_5438,80,73
5439,Student_5439,55,74
5440,Student_5440,100,93
5441,Student_5441,100,86
5442,Student_5442,57,60
5443,Student_5443,54,91
5444,Student_5444,83,71
5445,Student_5445,56,95
5446,Student_5446,62,66
5447,Student_5447,80,93
5448,Student_5448,64,82
5449,Student_5449,93,74
5450,Student_5450,50,89
5451,Student_5451,58,87
5452,Student_5452,72,54
5453,Student_5453,58,58
5454,Student_5454,54,79
5455,Student_5455,84,73
5456,Student_5456,50,95
5457,Student_5457,93,88
5458,Student_5458,68,63
5459,Student_5459,51,63
5460,Student_5460,89,79
5461,Student_5461,86,57
5462,Student_5462,97,93
5463,Student_5463,84,60
5464,Student_5464,70,87
5465,Student_5465,84,56
5466,Student_5466,86,79
5467,Student_5467,87,54
5468,Student_5468,54,66
5469,Student_5469,70,96
5470,Student_5470,58,81
5471,Student_5471,100,96
5472,Student_5472,74,84
5473,Student_5473,95,78
5474,Student_5474,72,68
5475,Student_5475,70,91
5476,Student_5476,78,67
5477,Student_5477,60,53
5478,Student_5478,85,71
5479,Student_5479,77,80
5480,Student_5480,77,75
5481,Student_5481,98,96
5482,Student_5482,97,86
5483,Student_5483,77,75
5484,Student_5484,79,78
5485,Student_5485,62,82
5486,Student_5486,88,60
5487,Student_5487,57,91
5488,Student_5488,81,51
5489,Student_5489,55,95
5490,Student_5490,50,94
5491,Student_5491,90,91
5492,Student_5492,94,93
5493,Student_5493,99,75
5494,Student_5494,63,66
5495,Student_5495,79,70
5496,Student_5496,56,51
5497,Student_5497,70,83
5498,Student_5498,71,76
5499,Student_5499,80,57
5500,Student_5500,96,62
5501,Student_5501,89,81
5502,Student_5502,93,73
5503,Student_5503,59,89
5504,Student_5504,78,75
5505,Student_5505,62,72
5506,Student_5506,73,55
5507,Student_5507,82,75
5508,Student_5508,96,100
5509,Student_5509,72,76
5510,Student_5510,88,54
5511,Student_5511,55,69
5512,Student_5512,81,94
5513,Student_5513,92,97
5514,Student_5514,79,59
5515,Student_5515,89,54
5516,Student_5516,92,70
5517,Student_5517,97,71
5518,Student_5518,86,73
5519,Student_5519,83,71
5520,Student_5520,77,56
5521,Student_5521,69,83
5522,Student_5522,72,68
5523,Student_5523,57,69
5524,Student_5524,55,87
5525,Student_5525,89,93
5526,Student_5526,78,91
5527,Student_5527,98,69
5528,Student_5528,77,88
5529,Student_5529,59,63
5530,Student_5530,66,79
5531,Student_5531,57,95
5532,Student_5532,51,85
5533,Student_5533,84,70
5534,Student_5534,62,51
5535,Student_5535,79,89
5536,Student_5536,93,92
5537,Student_5537,92,63
5538,Student_5538,64,70
5539,Student_5539,89,89
5540,Student_5540,67,69
5541,Student_5541,95,64
5542,Student_5542,85,70
5543,Student_5543,94,52
5544,Student_5544,69,94
5545,Student_5545,74,90
5546,Student_5546,56,98
5547,Student_5547,98,56
5548,Student_5548,51,78
5549,Student_5549,71,51
5550,Student_5550,73,76
5551,Student_5551,56,88
5552,Student_5552,62,75
5553,Student_5553,52,72
5554,Student_5554,80,80
5555,Student_5555,52,89
5556,Student_5556,66,83
5557,Student_5557,94,58
5558,Student_5558,54,68
5559,Student_5559,87,83
5560,Student_5560,92,89
5561,Student_5561,85,57
5562,Student_5562,86,78
5563,Student_5563,67,98
5564,Student_5564,79,81
5565,Student_5565,65,92
5566,Student_5566,57,69
5567,Student_5567,93,85
5568,Student_5568,81,100
5569,Student_5569,66,51
5570,Student_5570,72,85
5571,Student_5571,90,55
5572,Student_5572,73,79
5573,Student_5573,78,64
5574,Student_5574,98,63
5575,Student_5575,94,50
5576,Student_5576,81,98
5577,Student_5577,87,97
5578,Student_5578,54,86
5579,Student_5579,68,50
5580,Student_5580,86,59
5581,Student_5581,55,50
5582,Student_5582,97,67
5583,Student_5583,91,56
5584,Student_5584,58,59
5585,Student_5585,70,90
5586,Student_5586,84,58
5587,Student_5587,100,92
5588,Student_5588,98,64
5589,Student_5589,98,54
5590,Student_5590,52,66
5591,Student_5591,82,74
5592,Student_5592,76,91
5593,Student_5593,66,55
5594,Student_5594,64,52
5595,Student_5595,61,85
5596,Student_5596,99,71
5597,Student_5597,54,85
5598,Student_5598,68,100
5599,Student_5599,98,69
5600,Student_5600,65,70
5601,Student_5601,86,86
5602,Student_5602,97,69
5603,Student_5603,77,74
5604,Student_5604,68,73
5605,Student_5605,57,81
5606,Student_5606,62,60
5607,Student_5607,75,73
5608,Student_5608,65,61
5609,Student_5609,71,68
5610,Student_5610,58,75
5611,Student_5611,52,95
5612,Student_5612,100,90
5613,Student_5613,81,77
5614,Student_5614,83,88
5615,Student_5615,50,56
5616,Student_5616,73,65
5617,Student_5617,60,70
5618,Student_5618,83,98
5619,Student_5619,86,98
5620,Student_5620,86,69
5621,Student_5621,56,70
5622,Student_5622,96,63
5623,Student_5623,99,50
5624,Student_5624,57,52
5625,Student_5625,55,61
5626,Student_5626,72,70
5627,Student_5627,62,93
5628,Student_5628,71,96
5629,Student_5629,90,66
5630,Student_5630,57,52
5631,Student_5631,53,87
5632,Student_5632,80,76
5633,Student_5633,55,59
5634,Student_5634,78,76
5635,Student_5635,98,95
5636,Student_5636,59,82
5637,Student_5637,86,97
5638,Student_5638,88,74
5639,Student_5639,58,58
5640,Student_5640,62,56
5641,Student_5641,73,86
5642,Student_5642,80,70
5643,Student_5643,84,72
5644,Student_5644,99,58
5645,Student_5645,60,94
5646,Student_5646,52,80
5647,Student_5647,99,100
5648,Student_5648,53,53
5649,Student_5649,94,90
5650,Student_5650,59,67
5651,Student_5651,73,77
5652,Student_5652,92,62
5653,Student_5653,92,82
5654,Student_5654,98,86
5655,Student_5655,76,63
5656,Student_5656,85,96
5657,Student_5657,93,77
5658,Student_5658,87,67
5659,Student_5659,58,65
5660,Student_5660,79,64
5661,Student_5661,93,53
5662,Student_5662,82,85
5663,Student_5663,94,83
5664,Student_5664,82,63
5665,Student_5665,90,53
5666,Student_5666,66,60
5667,Student_5667,63,70
5668,Student_5668,93,92
5669,Student_5669,69,93
5670,Student_5670,79,84
5671,Student_5671,92,70
5672,Student_5672,95,57
5673,Student_5673,88,56
5674,Student_5674,91,60
5675,Student_5675,67,55
5676,Student_5676,92,58
5677,Student_5677,60,64
5678,Student_5678,55,99
5679,Student_5679,86,77
5680,Student_5680,74,53
5681,Student_5681,65,73
5682,Student_5682,89,59
5683,Student_5683,70,91
5684,Student_5684,52,98
5685,Student_5685,52,96
5686,Student_5686,67,72
5687,Student_5687,90,69
5688,Student_5688,64,60
5689,Student_5689,51,67
5690,Student_5690,99,67
5691,Student_5691,94,68
5692,Student_5692,54,73
5693,Student_5693,54,51
5694,Student_5694,95,99
5695,Student_5695,58,87
5696,Student_5696,84,73
5697,Student_5697,79,69
5698,Student_5698,83,71
5699,Student_5699,80,72
5700,Student_5700,66,89
5701,Student_5701,81,53
5702,Student_5702,75,67
5703,Student_5703,55,56
5704,Student_5704,100,59
5705,Student_5705,64,87
5706,Student_5706,60,93
5707,Student_5707,66,72
5708,Student_5708,59,91
5709,Student_5709,96,52
5710,Student_5710,80,53
5711,Student_5711,83,78
5712,Student_5712,80,73
5713,Student_5713,55,81
5714,Student_5714,51,54
5715,Student_5715,83,81
5716,Student_5716,51,66
5717,Student_5717,65,69
5718,Student_5718,83,72
5719,Student_5719,81,84
5720,Student_5720,69,74
5721,Student_5721,67,73
5722,Student_5722,70,59
5723,Student_5723,98,85
5724,Student_5724,55,75
5725,Student_5725,93,98
5726,Student_5726,59,74
5727,Student_5727,71,51
5728,Student_5728,82,90
5729,Student_5729,68,93
5730,Student_5730,54,78
5731,Student_5731,51,90
5732,Student_5732,85,50
5733,Student_5733,55,88
5734,Student_5734,62,85
5735,Student_5735,89,87
5736,Student_5736,64,75
5737,Student_5737,54,96
5738,Student_5738,70,83
5739,Student_5739,94,73
5740,Student_5740,54,92
5741,Student_5741,79,75
5742,Student_5742,95,50
5743,Student_5743,53,94
5744,Student_5744,65,56
5745,Student_5745,79,62
5746,Student_5746,90,61
5747,Student_5747,100,94
5748,Student_5748,58,81
5749,Student_5749,88,54
5750,Student_5750,83,100
5751,Student_5751,80,99
5752,Student_5752,63,100
5753,Student_5753,72,60
5754,Student_5754,69,90
5755,Student_5755,53,52
5756,Student_5756,84,55
5757,Student_5757,81,50
5758,Student_5758,97,71
5759,Student_5759,70,70
5760,Student_5760,73,87
5761,Student_5761,94,85
5762,Student_5762,90,94
5763,Student_5763,79,77
5764,Student_5764,54,53
5765,Student_5765,69,62
5766,Student_5766,82,61
5767,Student_5767,68,82
5768,Student_5768,78,81
5769,Student_5769,52,69
5770,Student_5770,96,84
5771,Student_5771,67,53
5772,Student_5772,59,89
5773,Student_5773,90,57
5774,Student_5774,98,87
5775,Student_5775,84,76
5776,Student_5776,93,51
5777,Student_5777,72,88
5778,Student_5778,75,65
5779,Student_5779,74,99
5780,Student_5780,57,69
5781,Student_5781,56,66
5782,Student_5782,99,78
5783,Student_5783,87,80
5784,Student_5784,74,51
5785,Student_5785,76,51
5786,Student_5786,95,88
5787,Student_5787,53,61
5788,Student_5788,54,73
5789,Student_5789,55,88
5790,Student_5790,92,71
5791,Student_5791,99,86
5792,Student_5792,78,76
5793,Student_5793,71,81
5794,Student_5794,50,91
5795,Student_5795,93,67
5796,Student_5796,80,60
5797,Student_5797,63,79
5798,Student_5798,93,93
5799,Student_5799,71,78
5800,Student_5800,57,89
5801,Student_5801,96,75
5802,Student_5802,92,64
5803,Student_5803,92,86
5804,Student_5804,76,93
5805,Student_5805,77,50
5806,Student_5806,67,80
5807,Student_5807,72,53
5808,Student_5808,56,54
5809,Student_5809,97,63
5810,Student_5810,73,51
5811,Student_5811,93,94
5812,Student_5812,88,79
5813,Student_5813,60,53
5814,Student_5814,59,61
5815,Student_5815,93,56
5816,Student_5816,51,87
5817,Student_5817,89,84
5818,Student_5818,89,66
5819,Student_5819,97,51
5820,Student_5820,96,91
5821,Student_5821,57,67
5822,Student_5822,79,84
5823,Student_5823,74,80
5824,Student_5824,77,79
5825,Student_5825,91,58
5826,Student_5826,96,97
5827,Student_5827,50,91
5828,Student_5828,84,63
5829,Student_5829,65,100
5830,Student_5830,57,71
5831,Student_5831,91,84
5832,Student_5832,60,94
5833,Student_5833,56,63
5834,Student_5834,70,97
5835,Student_5835,73,71
5836,Student_5836,82,55
5837,Student_5837,68,71
5838,Student_5838,75,74
5839,Student_5839,52,75
5840,Student_5840,77,93
5841,Student_5841,70,79
5842,Student_5842,74,100
5843,Student_5843,61,89
5844,Student_5844,75,79
5845,Student_5845,70,96
5846,Student_5846,86,53
5847,Student_5847,55,54
5848,Student_5848,87,94
5849,Student_5849,84,70
5850,Student_5850,74,98
5851,Student_5851,69,78
5852,Student_5852,93,93
5853,Student_5853,95,93
5854,Student_5854,85,58
5855,Student_5855,86,73
5856,Student_5856,55,68
5857,Student_5857,76,65
5858,Student_5858,82,96
5859,Student_5859,94,83
5860,Student_5860,68,89
5861,Student_5861,74,68
5862,Student_5862,64,53
5863,Student_5863,57,97
5864,Student_5864,69,53
5865,Student_5865,72,94
5866,Student_5866,57,71
5867,Student_5867,61,82
5868,Student_5868,66,68
5869,Student_5869,57,100
5870,Student_5870,68,91
5871,Student_5871,60,55
5872,Student_5872,61,59
5873,Student_5873,72,74
5874,Student_5874,84,92
5875,Student_5875,93,68
5876,Student_5876,64,98
5877,Student_5877,68,63
5878,Student_5878,88,55
5879,Student_5879,95,87
5880,Student_5880,51,57
5881,Student_5881,100,88
5882,Student_5882,88,54
5883,Student_5883,99,85
5884,Student_5884,99,53
5885,Student_5885,89,93
5886,Student_5886,87,67
5887,Student_5887,79,68
5888,Student_5888,52,52
5889,Student_5889,94,91
5890,Student_5890,99,53
5891,Student_5891,100,95
5892,Student_5892,94,72
5893,Student_5893,99,97
5894,Student_5894,61,88
5895,Student_5895,86,69
5896,Student_5896,82,65
5897,Student_5897,75,97
5898,Student_5898,69,71
5899,Student_5899,89,88
5900,Student_5900,75,77
5901,Student_5901,82,63
5902,Student_5902,59,86
5903,Student_5903,55,64
5904,Student_5904,75,73
5905,Student_5905,63,53
5906,Student_5906,51,74
5907,Student_5907,67,95
5908,Student_5908,83,57
5909,Student_5909,50,58
5910,Student_5910,52,83
5911,Student_5911,87,51
5912,Student_5912,59,90
5913,Student_5913,76,90
5914,Student_5914,75,67
5915,Student_5915,77,81
5916,Student_5916,79,100
5917,Student_5917,50,53
5918,Student_5918,50,85
5919,Student_5919,50,81
5920,Student_5920,52,92
5921,Student_5921,74,62
5922,Student_5922,88,71
5923,Student_5923,96,75
5924,Student_5924,68,64
5925,Student_5925,75,82
5926,Student_5926,78,88
5927,Student_5927,74,76
5928,Student_5928,57,67
5929,Student_5929,50,91
5930,Student_5930,55,100
5931,Student_5931,75,58
5932,Student_5932,63,76
5933,Student_5933,62,87
5934,Student_5934,59,89
5935,Student_5935,67,72
5936,Student_5936,75,55
5937,Student_5937,76,76
5938,Student_5938,61,85
5939,Student_5939,57,100
5940,Student_5940,69,84
5941,Student_5941,58,74
5942,Student_5942,92,54
5943,Student_5943,61,60
5944,Student_5944,79,53
5945,Student_5945,59,70
5946,Student_5946,53,56
5947,Student_5947,62,63
5948,Student_5948,97,54
5949,Student_5949,98,83
5950,Student_5950,63,90
5951,Student_5951,57,92
5952,Student_5952,64,54
5953,Student_5953,90,67
5954,Student_5954,60,53
5955,Student_5955,76,56
5956,Student_5956,78,86
5957,Student_5957,57,92
5958,Student_5958,55,97
5959,Student_5959,82,79
5960,Student_5960,86,77
5961,Student_5961,88,98
5962,Student_5962,92,55
5963,Student_5963,65,93
5964,Student_5964,52,77
5965,Student_5965,59,84
5966,Student_5966,93,66
5967,Student_5967,84,79
5968,Student_5968,87,63
5969,Student_5969,63,84
5970,Student_5970,52,74
5971,Student_5971,63,75
5972,Student_5972,64,79
5973,Student_5973,77,98
5974,Student_5974,52,78
5975,Student_5975,64,94
5976,Student_5976,71,52
5977,Student_5977,89,94
5978,Student_5978,63,89
5979,Student_5979,68,66
5980,Student_5980,51,84
5981,Student_5981,92,65
5982,Student_5982,82,82
5983,Student_5983,54,71
5984,Student_5984,67,56
5985,Student_5985,64,75
5986,Student_5986,98,83
5987,Student_5987,67,75
5988,Student_5988,73,91
5989,Student_5989,74,90
5990,Student_5990,66,83
5991,Student_5991,66,87
5992,Student_5992,75,75
5993,Student_5993,69,92
5994,Student_5994,57,60
5995,Student_5995,84,84
5996,Student_5996,70,52
5997,Student_5997,69,63
5998,Student_5998,91,70
5999,Student_5999,90,87
6000,Student_6000,56,54
6001,Student_6001,57,84
6002,Student_6002,77,89
6003,Student_6003,68,69
6004,Student_6004,73,74
6005,Student_6005,69,68
6006,Student_6006,77,100
6007,Student_6007,59,86
6008,Student_6008,95,57
6009,Student_6009,83,54
6010,Student_6010,53,67
6011,Student_6011,74,81
6012,Student_6012,83,72
6013,Student_6013,92,71
6014,Student_6014,84,54
6015,Student_6015,60,76
6016,Student_6016,94,67
6017,Student_6017,92,65
6018,Student_6018,67,95
6019,Student_6019,92,66
6020,Student_6020,77,62
6021,Student_6021,60,95
6022,Student_6022,71,66
6023,Student_6023,51,76
6024,Student_6024,100,81
6025,Student_6025,65,92
6026,Student_6026,73,89
6027,Student_6027,57,55
6028,Student_6028,93,57
6029,Student_6029,83,77
6030,Student_6030,69,81
6031,Student_6031,94,75
6032,Student_6032,51,52
6033,Student_6033,91,73
6034,Student_6034,59,87
6035,Student_6035,58,84
6036,Student_6036,69,82
6037,Student_6037,59,96
6038,Student_6038,71,54
6039,Student_6039,81,71
6040,Student_6040,83,86
6041,Student_6041,92,78
6042,Student_6042,71,77
6043,Student_6043,97,76
6044,Student_6044,58,65
6045,Student_6045,87,50
6046,Student_6046,87,83
6047,Student_6047,58,85
6048,Student_6048,57,100
6049,Student_6049,78,82
6050,Student_6050,92,62
6051,Student_6051,57,67
6052,Student_6052,78,69
6053,Student_6053,75,70
6054,Student_6054,100,92
6055,Student_6055,56,91
6056,Student_6056,95,75
6057,Student_6057,56,55
6058,Student_6058,89,96
6059,Student_6059,96,78
6060,Student_6060,67,62
6061,Student_6061,72,86
6062,Student_6062,68,100
6063,Student_6063,83,78
6064,Student_6064,65,83
6065,Student_6065,87,77
6066,Student_6066,59,82
6067,Student_6067,60,63
6068,Student_6068,80,96
6069,Student_6069,72,63
6070,Student_6070,59,80
6071,Student_6071,78,90
6072,Student_6072,96,61
6073,Student_6073,77,60
6074,Student_6074,50,96
6075,Student_6075,69,89
6076,Student_6076,92,82
6077,Student_6077,76,64
6078,Student_6078,76,63
6079,Student_6079,53,57
6080,Student_6080,79,76
6081,Student_6081,94,89
6082,Student_6082,79,79
6083,Student_6083,67,54
6084,Student_6084,50,81
6085,Student_6085,89,68
6086,Student_6086,87,57
6087,Student_6087,79,73
6088,Student_6088,63,83
6089,Student_6089,72,94
6090,Student_6090,64,83
6091,Student_6091,77,85
6092,Student_6092,92,63
6093,Student_6093,98,91
6094,Student_6094,55,97
6095,Student_6095,100,80
6096,Student_6096,97,89
6097,Student_6097,84,83
6098,Student_6098,53,93
6099,Student_6099,90,57
6100,Student_6100,95,92
6101,Student_6101,53,72
6102,Student_6102,52,56
6103,Student_6103,53,77
6104,Student_6104,62,79
6105,Student_6105,60,79
6106,Student_6106,92,61
6107,Student_6107,72,70
6108,Student_6108,74,96
6109,Student_6109,63,77
6110,Student_6110,59,82
6111,Student_6111,71,87
6112,Student_6112,51,89
6113,Student_6113,58,93
6114,Student_6114,72,71
6115,Student_6115,58,86
6116,Student_6116,55,67
6117,Student_6117,56,89
6118,Student_6118,58,57
6119,Student_6119,53,73
6120,Student_6120,66,91
6121,Student_6121,82,61
6122,Student_6122,73,86
6123,Student_6123,71,88
6124,Student_6124,84,68
6125,Student_6125,69,64
6126,Student_6126,65,76
6127,Student_6127,91,61
6128,Student_6128,61,92
6129,Student_6129,81,70
6130,Student_6130,57,54
6131,Student_6131,51,83
6132,Student_6132,56,89
6133,Student_6133,65,91
6134,Student_6134,88,54
6135,Student_6135,82,58
6136,Student_6136,88,66
6137,Student_6137,53,62
6138,Student_6138,63,75
6139,Student_6139,96,100
6140,Student_6140,70,64
6141,Student_6141,67,59
6142,Student_6142,74,97
6143,Student_6143,60,59
6144,Student_6144,97,56
6145,Student_6145,81,100
6146,Student_6146,56,58
6147,Student_6147,92,59
6148,Student_6148,77,69
6149,Student_6149,53,58
6150,Student_6150,92,84
6151,Student_6151,64,51
6152,Student_6152,50,71
6153,Student_6153,85,66
6154,Student_6154,59,73
6155,Student_6155,86,50
6156,Student_6156,58,80
6157,Student_6157,99,59
6158,Student_6158,66,80
6159,Student_6159,56,62
6160,Student_6160,52,92
6161,Student_6161,97,100
6162,Student_6162,65,60
6163,Student_6163,95,91
6164,Student_6164,83,59
6165,Student_6165,67,55
6166,Student_6166,59,91
6167,Student_6167,57,65
6168,Student_6168,96,72
6169,Student_6169,93,65
6170,Student_6170,62,72
6171,Student_6171,78,64
6172,Student_6172,52,96
6173,Student_6173,59,88
6174,Student_6174,93,69
6175,Student_6175,66,98
6176,Student_6176,60,73
6177,Student_6177,82,97
6178,Student_6178,70,64
6179,Student_6179,97,90
6180,Student_6180,84,78
6181,Student_6181,92,94
6182,Student_6182,55,58
6183,Student_6183,82,63
6184,Student_6184,98,64
6185,Student_6185,62,61
6186,Student_6186,57,53
6187,Student_6187,74,52
6188,Student_6188,97,68
6189,Student_6189,69,50
6190,Student_6190,85,52
6191,Student_6191,62,87
6192,Student_6192,92,88
6193,Student_6193,52,80
6194,Student_6194,63,96
6195,Student_6195,50,87
6196,Student_6196,99,71
6197,Student_6197,99,67
6198,Student_6198,63,83
6199,Student_6199,84,57
6200,Student_6200,96,80
6201,Student_6201,69,86
6202,Student_6202,92,91
6203,Student_6203,76,93
6204,Student_6204,78,84
6205,Student_6205,71,76
6206,Student_6206,92,65
6207,Student_6207,90,63
6208,Student_6208,75,94
6209,Student_6209,86,76
6210,Student_6210,97,87
6211,Student_6211,92,51
6212,Student_6212,85,53
6213,Student_6213,97,55
6214,Student_6214,53,78
6215,Student_6215,76,52
6216,Student_6216,53,83
6217,Student_6217,79,56
6218,Student_6218,74,88
6219,Student_6219,52,75
6220,Student_6220,62,88
6221,Student_6221,51,58
6222,Student_6222,87,70
6223,Student_6223,84,94
6224,Student_6224,86,55
6225,Student_6225,79,87
6226,Student_6226,85,88
6227,Student_6227,81,90
6228,Student_6228,66,51
6229,Student_6229,98,96
6230,Student_6230,61,76
6231,Student_6231,53,100
6232,Student_6232,86,83
6233,Student_6233,58,58
6234,Student_6234,75,100
6235,Student_6235,85,80
6236,Student_6236,88,54
6237,Student_6237,94,57
6238,Student_6238,79,97
6239,Student_6239,97,81
6240,Student_6240,94,78
6241,Student_6241,55,83
6242,Student_6242,88,64
6243,Student_6243,69,93
6244,Student_6244,89,62
6245,Student_6245,62,82
6246,Student_6246,83,86
6247,Student_6247,57,98
6248,Student_6248,68,79
6249,Student_6249,67,61
6250,Student_6250,69,83
6251,Student_6251,76,77
6252,Student_6252,59,73
6253,Student_6253,75,100
6254,Student_6254,77,67
6255,Student_6255,67,94
6256,Student_6256,97,96
6257,Student_6257,95,56
6258,Student_6258,73,56
6259,Student_6259,84,68
6260,Student_6260,61,61
6261,Student_6261,55,85
6262,Student_6262,96,89
6263,Student_6263,66,59
6264,Student_6264,69,60
6265,Student_6265,68,98
6266,Student_6266,60,78
6267,Student_6267,70,63
6268,Student_6268,76,75
6269,Student_6269,71,68
6270,Student_6270,83,93
6271,Student_6271,77,62
6272,Student_6272,93,64
6273,Student_6273,61,66
6274,Student_6274,58,78
6275,Student_6275,58,52
6276,Student_6276,76,86
6277,Student_6277,95,60
6278,Student_6278,54,80
6279,Student_6279,82,80
6280,Student_6280,89,76
6281,Student_6281,64,52
6282,Student_6282,62,59
6283,Student_6283,84,95
6284,Student_6284,73,94
6285,Student_6285,98,83
6286,Student_6286,56,65
6287,Student_6287,66,81
6288,Student_6288,93,77
6289,Student_6289,79,57
6290,Student_6290,68,87
6291,Student_6291,52,82
6292,Student_6292,87,62
6293,Student_6293,65,86
6294,Student_6294,76,55
6295,Student_6295,88,79
6296,Student_6296,51,77
6297,Student_6297,85,50
6298,Student_6298,84,98
6299,Student_6299,63,57
6300,Student_6300,50,56
6301,Student_6301,53,52
6302,Student_6302,75,58
6303,Student_6303,65,64
6304,Student_6304,97,88
6305,Student_6305,82,73
6306,Student_6306,80,63
6307,Student_6307,81,86
6308,Student_6308,82,74
6309,Student_6309,51,70
6310,Student_6310,93,67
6311,Student_6311,87,63
6312,Student_6312,84,74
6313,Student_6313,73,97
6314,Student_6314,68,82
6315,Student_6315,53,50
6316,Student_6316,67,74
6317,Student_6317,66,80
6318,Student_6318,74,57
6319,Student_6319,92,76
6320,Student_6320,67,99
6321,Student_6321,64,68
6322,Student_6322,55,51
6323,Student_6323,50,83
6324,Student_6324,81,75
6325,Student_6325,96,52
6326,Student_6326,67,68
6327,Student_6327,67,93
6328,Student_6328,65,75
6329,Student_6329,61,73
6330,Student_6330,74,57
6331,Student_6331,80,54
6332,Student_6332,63,73
6333,Student_6333,81,86
6334,Student_6334,66,66
6335,Student_6335,84,62
6336,Student_6336,61,71
6337,Student_6337,82,79
6338,Student_6338,52,81
6339,Student_6339,54,72
6340,Student_6340,89,79
6341,Student_6341,77,67
6342,Student_6342,99,100
6343,Student_6343,52,94
6344,Student_6344,94,53
6345,Student_6345,56,84
6346,Student_6346,90,56
6347,Student_6347,68,65
6348,Student_6348,89,54
6349,Student_6349,90,91
6350,Student_6350,71,64
6351,Student_6351,91,94
6352,Student_6352,94,98
6353,Student_6353,71,56
6354,Student_6354,78,61
6355,Student_6355,82,61
6356,Student_6356,73,69
6357,Student_6357,82,85
6358,Student_6358,75,85
6359,Student_6359,65,69
6360,Student_6360,76,76
6361,Student_6361,85,74
6362,Student_6362,82,81
6363,Student_6363,70,97
6364,Student_6364,89,55
6365,Student_6365,67,62
6366,Student_6366,57,76
6367,Student_6367,67,76
6368,Student_6368,67,54
6369,Student_6369,99,77
6370,Student_6370,66,66
6371,Student_6371,56,61
6372,Student_6372,81,59
6373,Student_6373,80,92
6374,Student_6374,61,78
6375,Student_6375,60,79
6376,Student_6376,73,99
6377,Student_6377,78,60
6378,Student_6378,73,84
6379,Student_6379,69,91
6380,Student_6380,57,90
6381,Student_6381,100,70
6382,Student_6382,54,70
6383,Student_6383,86,54
6384,Student_6384,64,84
6385,Student_6385,55,69
6386,Student_6386,85,94
6387,Student_6387,95,60
6388,Student_6388,97,61
6389,Student_6389,79,70
6390,Student_6390,80,66
6391,Student_6391,74,51
6392,Student_6392,79,92
6393,Student_6393,78,88
6394,Student_6394,69,99
6395,Student_6395,99,61
6396,Student_6396,80,83
6397,Student_6397,80,83
6398,Student_6398,52,56
6399,Student_6399,67,52
6400,Student_6400,81,92
6401,Student_6401,63,84
6402,Student_6402,54,90
6403,Student_6403,78,74
6404,Student_6404,95,99
6405,Student_6405,67,79
6406,Student_6406,85,82
6407,Student_6407,63,55
6408,Student_6408,99,55
6409,Student_6409,86,94
6410,Student_6410,82,100
6411,Student_6411,78,71
6412,Student_6412,85,88
6413,Student_6413,59,89
6414,Student_6414,84,71
6415,Student_6415,69,95
6416,Student_6416,67,53
6417,Student_6417,57,53
6418,Student_6418,86,77
6419,Student_6419,67,55
6420,Student_6420,69,72
6421,Student_6421,82,100
6422,Student_6422,65,91
6423,Student_6423,50,98
6424,Student_6424,74,73
6425,Student_6425,63,72
6426,Student_6426,72,69
